id,legend,series,card_name,serial_number,rarity,card_value,image_key,lore
RLM-0495,Nyxara Vale,Ancient Myths,Nyxara Vale - Ancient Myths,SN-005/010,Epic,2500,nyxara,A relic tied to Nyxara Vale from the Ancient Myths series.
RLM-0496,Nyxara Vale,Ancient Myths,Nyxara Vale - Ancient Myths,SN-006/010,Rare,2000,nyxara,A relic tied to Nyxara Vale from the Ancient Myths series.
RLM-0497,Nyxara Vale,Ancient Myths,Nyxara Vale - Ancient Myths,SN-007/010,Rare,2000,nyxara,A relic tied to Nyxara Vale from the Ancient Myths series.
RLM-0498,Nyxara Vale,Ancient Myths,Nyxara Vale - Ancient Myths,SN-008/010,Rare,2000,nyxara,A relic tied to Nyxara Vale from the Ancient Myths series.
RLM-0499,Nyxara Vale,Ancient Myths,Nyxara Vale - Ancient Myths,SN-009/010,Rare,2000,nyxara,A relic tied to Nyxara Vale from the Ancient Myths series.
RLM-0500,Nyxara Vale,Ancient Myths,Nyxara Vale - Ancient Myths,SN-010/010,Rare,2000,nyxara,A relic tied to Nyxara Vale from the Ancient Myths series.
RLM-0501,The Void Queen,Infernal Heat,The Void Queen - Infernal Heat,SN-001/010,Legendary,5750,void_queen,A relic tied to The Void Queen from the Infernal Heat series.
RLM-0502,The Void Queen,Infernal Heat,The Void Queen - Infernal Heat,SN-002/010,Legendary,4750,void_queen,A relic tied to The Void Queen from the Infernal Heat series.
RLM-0503,The Void Queen,Infernal Heat,The Void Queen - Infernal Heat,SN-003/010,Epic,3750,void_queen,A relic tied to The Void Queen from the Infernal Heat series.
RLM-0504,The Void Queen,Infernal Heat,The Void Queen - Infernal Heat,SN-004/010,Epic,2750,void_queen,A relic tied to The Void Queen from the Infernal Heat series.
RLM-0505,The Void Queen,Infernal Heat,The Void Queen - Infernal Heat,SN-005/010,Rare,1750,void_queen,A relic tied to The Void Queen from the Infernal Heat series.
RLM-0506,The Void Queen,Infernal Heat,The Void Queen - Infernal Heat,SN-006/010,Rare,1250,void_queen,A relic tied to The Void Queen from the Infernal Heat series.
RLM-0507,The Void Queen,Infernal Heat,The Void Queen - Infernal Heat,SN-007/010,Rare,1250,void_queen,A relic tied to The Void Queen from the Infernal Heat series.
RLM-0508,The Void Queen,Infernal Heat,The Void Queen - Infernal Heat,SN-008/010,Rare,1250,void_queen,A relic tied to The Void Queen from the Infernal Heat series.
RLM-0509,The Void Queen,Infernal Heat,The Void Queen - Infernal Heat,SN-009/010,Rare,1250,void_queen,A relic tied to The Void Queen from the Infernal Heat series.
RLM-0510,The Void Queen,Infernal Heat,The Void Queen - Infernal Heat,SN-010/010,Rare,1250,void_queen,A relic tied to The Void Queen from the Infernal Heat series.
RLM-0511,The Void Queen,Forgotten Legends,The Void Queen - Forgotten Legends,SN-001/010,Legendary,6000,void_queen,A relic tied to The Void Queen from the Forgotten Legends series.
RLM-0512,The Void Queen,Forgotten Legends,The Void Queen - Forgotten Legends,SN-002/010,Legendary,5000,void_queen,A relic tied to The Void Queen from the Forgotten Legends series.
RLM-0513,The Void Queen,Forgotten Legends,The Void Queen - Forgotten Legends,SN-003/010,Epic,4000,void_queen,A relic tied to The Void Queen from the Forgotten Legends series.
RLM-0514,The Void Queen,Forgotten Legends,The Void Queen - Forgotten Legends,SN-004/010,Epic,3000,void_queen,A relic tied to The Void Queen from the Forgotten Legends series.
RLM-0515,The Void Queen,Forgotten Legends,The Void Queen - Forgotten Legends,SN-005/010,Rare,2000,void_queen,A relic tied to The Void Queen from the Forgotten Legends series.
RLM-0516,The Void Queen,Forgotten Legends,The Void Queen - Forgotten Legends,SN-006/010,Rare,1500,void_queen,A relic tied to The Void Queen from the Forgotten Legends series.
RLM-0517,The Void Queen,Forgotten Legends,The Void Queen - Forgotten Legends,SN-007/010,Rare,1500,void_queen,A relic tied to The Void Queen from the Forgotten Legends series.
RLM-0518,The Void Queen,Forgotten Legends,The Void Queen - Forgotten Legends,SN-008/010,Rare,1500,void_queen,A relic tied to The Void Queen from the Forgotten Legends series.
RLM-0519,The Void Queen,Forgotten Legends,The Void Queen - Forgotten Legends,SN-009/010,Rare,1500,void_queen,A relic tied to The Void Queen from the Forgotten Legends series.
RLM-0520,The Void Queen,Forgotten Legends,The Void Queen - Forgotten Legends,SN-010/010,Rare,1500,void_queen,A relic tied to The Void Queen from the Forgotten Legends series.
RLM-0521,The Void Queen,Sentinel's Oath,The Void Queen - Sentinel's Oath,SN-001/010,Legendary,6000,void_queen,A relic tied to The Void Queen from the Sentinel's Oath series.
RLM-0522,The Void Queen,Sentinel's Oath,The Void Queen - Sentinel's Oath,SN-002/010,Legendary,5000,void_queen,A relic tied to The Void Queen from the Sentinel's Oath series.
RLM-0523,The Void Queen,Sentinel's Oath,The Void Queen - Sentinel's Oath,SN-003/010,Epic,4000,void_queen,A relic tied to The Void Queen from the Sentinel's Oath series.
RLM-0524,The Void Queen,Sentinel's Oath,The Void Queen - Sentinel's Oath,SN-004/010,Epic,3000,void_queen,A relic tied to The Void Queen from the Sentinel's Oath series.
RLM-0525,The Void Queen,Sentinel's Oath,The Void Queen - Sentinel's Oath,SN-005/010,Rare,2000,void_queen,A relic tied to The Void Queen from the Sentinel's Oath series.
RLM-0526,The Void Queen,Sentinel's Oath,The Void Queen - Sentinel's Oath,SN-006/010,Rare,1500,void_queen,A relic tied to The Void Queen from the Sentinel's Oath series.
RLM-0527,The Void Queen,Sentinel's Oath,The Void Queen - Sentinel's Oath,SN-007/010,Rare,1500,void_queen,A relic tied to The Void Queen from the Sentinel's Oath series.
RLM-0528,The Void Queen,Sentinel's Oath,The Void Queen - Sentinel's Oath,SN-008/010,Rare,1500,void_queen,A relic tied to The Void Queen from the Sentinel's Oath series.
RLM-0529,The Void Queen,Sentinel's Oath,The Void Queen - Sentinel's Oath,SN-009/010,Rare,1500,void_queen,A relic tied to The Void Queen from the Sentinel's Oath series.
RLM-0530,The Void Queen,Sentinel's Oath,The Void Queen - Sentinel's Oath,SN-010/010,Rare,1500,void_queen,A relic tied to The Void Queen from the Sentinel's Oath series.
RLM-0531,The Void Queen,Ghost Storm,The Void Queen - Ghost Storm,SN-001/010,Mythic,6500,void_queen,A relic tied to The Void Queen from the Ghost Storm series.
RLM-0532,The Void Queen,Ghost Storm,The Void Queen - Ghost Storm,SN-002/010,Legendary,5500,void_queen,A relic tied to The Void Queen from the Ghost Storm series.
RLM-0533,The Void Queen,Ghost Storm,The Void Queen - Ghost Storm,SN-003/010,Legendary,4500,void_queen,A relic tied to The Void Queen from the Ghost Storm series.
RLM-0534,The Void Queen,Ghost Storm,The Void Queen - Ghost Storm,SN-004/010,Epic,3500,void_queen,A relic tied to The Void Queen from the Ghost Storm series.
RLM-0535,The Void Queen,Ghost Storm,The Void Queen - Ghost Storm,SN-005/010,Epic,2500,void_queen,A relic tied to The Void Queen from the Ghost Storm series.
RLM-0536,The Void Queen,Ghost Storm,The Void Queen - Ghost Storm,SN-006/010,Rare,2000,void_queen,A relic tied to The Void Queen from the Ghost Storm series.
RLM-0537,The Void Queen,Ghost Storm,The Void Queen - Ghost Storm,SN-007/010,Rare,2000,void_queen,A relic tied to The Void Queen from the Ghost Storm series.
RLM-0538,The Void Queen,Ghost Storm,The Void Queen - Ghost Storm,SN-008/010,Rare,2000,void_queen,A relic tied to The Void Queen from the Ghost Storm series.
RLM-0539,The Void Queen,Ghost Storm,The Void Queen - Ghost Storm,SN-009/010,Rare,2000,void_queen,A relic tied to The Void Queen from the Ghost Storm series.
RLM-0540,The Void Queen,Ghost Storm,The Void Queen - Ghost Storm,SN-010/010,Rare,2000,void_queen,A relic tied to The Void Queen from the Ghost Storm series.
RLM-0541,The Void Queen,Realm Relics,The Void Queen - Realm Relics,SN-001/010,Legendary,5750,void_queen,A relic tied to The Void Queen from the Realm Relics series.
RLM-0542,The Void Queen,Realm Relics,The Void Queen - Realm Relics,SN-002/010,Legendary,4750,void_queen,A relic tied to The Void Queen from the Realm Relics series.
RLM-0543,The Void Queen,Realm Relics,The Void Queen - Realm Relics,SN-003/010,Epic,3750,void_queen,A relic tied to The Void Queen from the Realm Relics series.
RLM-0544,The Void Queen,Realm Relics,The Void Queen - Realm Relics,SN-004/010,Epic,2750,void_queen,A relic tied to The Void Queen from the Realm Relics series.
RLM-0545,The Void Queen,Realm Relics,The Void Queen - Realm Relics,SN-005/010,Rare,1750,void_queen,A relic tied to The Void Queen from the Realm Relics series.
RLM-0546,The Void Queen,Realm Relics,The Void Queen - Realm Relics,SN-006/010,Rare,1250,void_queen,A relic tied to The Void Queen from the Realm Relics series.
RLM-0547,The Void Queen,Realm Relics,The Void Queen - Realm Relics,SN-007/010,Rare,1250,void_queen,A relic tied to The Void Queen from the Realm Relics series.
RLM-0548,The Void Queen,Realm Relics,The Void Queen - Realm Relics,SN-008/010,Rare,1250,void_queen,A relic tied to The Void Queen from the Realm Relics series.
RLM-0549,The Void Queen,Realm Relics,The Void Queen - Realm Relics,SN-009/010,Rare,1250,void_queen,A relic tied to The Void Queen from the Realm Relics series.
RLM-0550,The Void Queen,Realm Relics,The Void Queen - Realm Relics,SN-010/010,Rare,1250,void_queen,A relic tied to The Void Queen from the Realm Relics series.
RLM-0551,The Void Queen,Hall of Lore,The Void Queen - Hall of Lore,SN-001/010,Legendary,5750,void_queen,A relic tied to The Void Queen from the Hall of Lore series.
RLM-0552,The Void Queen,Hall of Lore,The Void Queen - Hall of Lore,SN-002/010,Legendary,4750,void_queen,A relic tied to The Void Queen from the Hall of Lore series.
RLM-0553,The Void Queen,Hall of Lore,The Void Queen - Hall of Lore,SN-003/010,Epic,3750,void_queen,A relic tied to The Void Queen from the Hall of Lore series.
RLM-0554,The Void Queen,Hall of Lore,The Void Queen - Hall of Lore,SN-004/010,Epic,2750,void_queen,A relic tied to The Void Queen from the Hall of Lore series.
RLM-0555,The Void Queen,Hall of Lore,The Void Queen - Hall of Lore,SN-005/010,Rare,1750,void_queen,A relic tied to The Void Queen from the Hall of Lore series.
RLM-0556,The Void Queen,Hall of Lore,The Void Queen - Hall of Lore,SN-006/010,Rare,1250,void_queen,A relic tied to The Void Queen from the Hall of Lore series.
RLM-0557,The Void Queen,Hall of Lore,The Void Queen - Hall of Lore,SN-007/010,Rare,1250,void_queen,A relic tied to The Void Queen from the Hall of Lore series.
RLM-0558,The Void Queen,Hall of Lore,The Void Queen - Hall of Lore,SN-008/010,Rare,1250,void_queen,A relic tied to The Void Queen from the Hall of Lore series.
RLM-0559,The Void Queen,Hall of Lore,The Void Queen - Hall of Lore,SN-009/010,Rare,1250,void_queen,A relic tied to The Void Queen from the Hall of Lore series.
RLM-0560,The Void Queen,Hall of Lore,The Void Queen - Hall of Lore,SN-010/010,Rare,1250,void_queen,A relic tied to The Void Queen from the Hall of Lore series.
RLM-0561,The Void Queen,Forgeborn,The Void Queen - Forgeborn,SN-001/010,Legendary,6000,void_queen,A relic tied to The Void Queen from the Forgeborn series.
RLM-0562,The Void Queen,Forgeborn,The Void Queen - Forgeborn,SN-002/010,Legendary,5000,void_queen,A relic tied to The Void Queen from the Forgeborn series.
RLM-0563,The Void Queen,Forgeborn,The Void Queen - Forgeborn,SN-003/010,Epic,4000,void_queen,A relic tied to The Void Queen from the Forgeborn series.
RLM-0564,The Void Queen,Forgeborn,The Void Queen - Forgeborn,SN-004/010,Epic,3000,void_queen,A relic tied to The Void Queen from the Forgeborn series.
RLM-0565,The Void Queen,Forgeborn,The Void Queen - Forgeborn,SN-005/010,Rare,2000,void_queen,A relic tied to The Void Queen from the Forgeborn series.
RLM-0566,The Void Queen,Forgeborn,The Void Queen - Forgeborn,SN-006/010,Rare,1500,void_queen,A relic tied to The Void Queen from the Forgeborn series.
RLM-0567,The Void Queen,Forgeborn,The Void Queen - Forgeborn,SN-007/010,Rare,1500,void_queen,A relic tied to The Void Queen from the Forgeborn series.
RLM-0568,The Void Queen,Forgeborn,The Void Queen - Forgeborn,SN-008/010,Rare,1500,void_queen,A relic tied to The Void Queen from the Forgeborn series.
RLM-0569,The Void Queen,Forgeborn,The Void Queen - Forgeborn,SN-009/010,Rare,1500,void_queen,A relic tied to The Void Queen from the Forgeborn series.
RLM-0570,The Void Queen,Forgeborn,The Void Queen - Forgeborn,SN-010/010,Rare,1500,void_queen,A relic tied to The Void Queen from the Forgeborn series.
RLM-0571,The Void Queen,Cemetery Echoes,The Void Queen - Cemetery Echoes,SN-001/010,Legendary,5750,void_queen,A relic tied to The Void Queen from the Cemetery Echoes series.
RLM-0572,The Void Queen,Cemetery Echoes,The Void Queen - Cemetery Echoes,SN-002/010,Legendary,4750,void_queen,A relic tied to The Void Queen from the Cemetery Echoes series.
RLM-0573,The Void Queen,Cemetery Echoes,The Void Queen - Cemetery Echoes,SN-003/010,Epic,3750,void_queen,A relic tied to The Void Queen from the Cemetery Echoes series.
RLM-0574,The Void Queen,Cemetery Echoes,The Void Queen - Cemetery Echoes,SN-004/010,Epic,2750,void_queen,A relic tied to The Void Queen from the Cemetery Echoes series.
RLM-0575,The Void Queen,Cemetery Echoes,The Void Queen - Cemetery Echoes,SN-005/010,Rare,1750,void_queen,A relic tied to The Void Queen from the Cemetery Echoes series.
RLM-0576,The Void Queen,Cemetery Echoes,The Void Queen - Cemetery Echoes,SN-006/010,Rare,1250,void_queen,A relic tied to The Void Queen from the Cemetery Echoes series.
RLM-0577,The Void Queen,Cemetery Echoes,The Void Queen - Cemetery Echoes,SN-007/010,Rare,1250,void_queen,A relic tied to The Void Queen from the Cemetery Echoes series.
RLM-0578,The Void Queen,Cemetery Echoes,The Void Queen - Cemetery Echoes,SN-008/010,Rare,1250,void_queen,A relic tied to The Void Queen from the Cemetery Echoes series.
RLM-0579,The Void Queen,Cemetery Echoes,The Void Queen - Cemetery Echoes,SN-009/010,Rare,1250,void_queen,A relic tied to The Void Queen from the Cemetery Echoes series.
RLM-0580,The Void Queen,Cemetery Echoes,The Void Queen - Cemetery Echoes,SN-010/010,Rare,1250,void_queen,A relic tied to The Void Queen from the Cemetery Echoes series.
RLM-0581,The Void Queen,Kings & Queens,The Void Queen - Kings & Queens,SN-001/010,Mythic,6500,void_queen,A relic tied to The Void Queen from the Kings & Queens series.
RLM-0582,The Void Queen,Kings & Queens,The Void Queen - Kings & Queens,SN-002/010,Legendary,5500,void_queen,A relic tied to The Void Queen from the Kings & Queens series.
RLM-0583,The Void Queen,Kings & Queens,The Void Queen - Kings & Queens,SN-003/010,Legendary,4500,void_queen,A relic tied to The Void Queen from the Kings & Queens series.
RLM-0584,The Void Queen,Kings & Queens,The Void Queen - Kings & Queens,SN-004/010,Epic,3500,void_queen,A relic tied to The Void Queen from the Kings & Queens series.
RLM-0585,The Void Queen,Kings & Queens,The Void Queen - Kings & Queens,SN-005/010,Epic,2500,void_queen,A relic tied to The Void Queen from the Kings & Queens series.
RLM-0586,The Void Queen,Kings & Queens,The Void Queen - Kings & Queens,SN-006/010,Rare,2000,void_queen,A relic tied to The Void Queen from the Kings & Queens series.
RLM-0587,The Void Queen,Kings & Queens,The Void Queen - Kings & Queens,SN-007/010,Rare,2000,void_queen,A relic tied to The Void Queen from the Kings & Queens series.
RLM-0588,The Void Queen,Kings & Queens,The Void Queen - Kings & Queens,SN-008/010,Rare,2000,void_queen,A relic tied to The Void Queen from the Kings & Queens series.
RLM-0589,The Void Queen,Kings & Queens,The Void Queen - Kings & Queens,SN-009/010,Rare,2000,void_queen,A relic tied to The Void Queen from the Kings & Queens series.
RLM-0590,The Void Queen,Kings & Queens,The Void Queen - Kings & Queens,SN-010/010,Rare,2000,void_queen,A relic tied to The Void Queen from the Kings & Queens series.
RLM-0591,The Void Queen,Ancient Myths,The Void Queen - Ancient Myths,SN-001/010,Mythic,6500,void_queen,A relic tied to The Void Queen from the Ancient Myths series.
RLM-0592,The Void Queen,Ancient Myths,The Void Queen - Ancient Myths,SN-002/010,Legendary,5500,void_queen,A relic tied to The Void Queen from the Ancient Myths series.
RLM-0593,The Void Queen,Ancient Myths,The Void Queen - Ancient Myths,SN-003/010,Legendary,4500,void_queen,A relic tied to The Void Queen from the Ancient Myths series.
RLM-0594,The Void Queen,Ancient Myths,The Void Queen - Ancient Myths,SN-004/010,Epic,3500,void_queen,A relic tied to The Void Queen from the Ancient Myths series.
RLM-0595,The Void Queen,Ancient Myths,The Void Queen - Ancient Myths,SN-005/010,Epic,2500,void_queen,A relic tied to The Void Queen from the Ancient Myths series.
RLM-0596,The Void Queen,Ancient Myths,The Void Queen - Ancient Myths,SN-006/010,Rare,2000,void_queen,A relic tied to The Void Queen from the Ancient Myths series.
RLM-0597,The Void Queen,Ancient Myths,The Void Queen - Ancient Myths,SN-007/010,Rare,2000,void_queen,A relic tied to The Void Queen from the Ancient Myths series.
RLM-0598,The Void Queen,Ancient Myths,The Void Queen - Ancient Myths,SN-008/010,Rare,2000,void_queen,A relic tied to The Void Queen from the Ancient Myths series.
RLM-0599,The Void Queen,Ancient Myths,The Void Queen - Ancient Myths,SN-009/010,Rare,2000,void_queen,A relic tied to The Void Queen from the Ancient Myths series.
RLM-0600,The Void Queen,Ancient Myths,The Void Queen - Ancient Myths,SN-010/010,Rare,2000,void_queen,A relic tied to The Void Queen from the Ancient Myths series.
RLM-0601,The Original Forger,Infernal Heat,The Original Forger - Infernal Heat,SN-001/010,Legendary,5500,original_forger,A relic tied to The Original Forger from the Infernal Heat series.
RLM-0602,The Original Forger,Infernal Heat,The Original Forger - Infernal Heat,SN-002/010,Legendary,4500,original_forger,A relic tied to The Original Forger from the Infernal Heat series.
RLM-0603,The Original Forger,Infernal Heat,The Original Forger - Infernal Heat,SN-003/010,Epic,3500,original_forger,A relic tied to The Original Forger from the Infernal Heat series.
RLM-0604,The Original Forger,Infernal Heat,The Original Forger - Infernal Heat,SN-004/010,Epic,2500,original_forger,A relic tied to The Original Forger from the Infernal Heat series.
RLM-0605,The Original Forger,Infernal Heat,The Original Forger - Infernal Heat,SN-005/010,Rare,1500,original_forger,A relic tied to The Original Forger from the Infernal Heat series.
RLM-0606,The Original Forger,Infernal Heat,The Original Forger - Infernal Heat,SN-006/010,Rare,1000,original_forger,A relic tied to The Original Forger from the Infernal Heat series.
RLM-0607,The Original Forger,Infernal Heat,The Original Forger - Infernal Heat,SN-007/010,Rare,1000,original_forger,A relic tied to The Original Forger from the Infernal Heat series.
RLM-0608,The Original Forger,Infernal Heat,The Original Forger - Infernal Heat,SN-008/010,Rare,1000,original_forger,A relic tied to The Original Forger from the Infernal Heat series.
RLM-0609,The Original Forger,Infernal Heat,The Original Forger - Infernal Heat,SN-009/010,Rare,1000,original_forger,A relic tied to The Original Forger from the Infernal Heat series.
RLM-0610,The Original Forger,Infernal Heat,The Original Forger - Infernal Heat,SN-010/010,Rare,1000,original_forger,A relic tied to The Original Forger from the Infernal Heat series.
RLM-0611,The Original Forger,Forgotten Legends,The Original Forger - Forgotten Legends,SN-001/010,Legendary,5750,original_forger,A relic tied to The Original Forger from the Forgotten Legends series.
RLM-0612,The Original Forger,Forgotten Legends,The Original Forger - Forgotten Legends,SN-002/010,Legendary,4750,original_forger,A relic tied to The Original Forger from the Forgotten Legends series.
RLM-0613,The Original Forger,Forgotten Legends,The Original Forger - Forgotten Legends,SN-003/010,Epic,3750,original_forger,A relic tied to The Original Forger from the Forgotten Legends series.
RLM-0614,The Original Forger,Forgotten Legends,The Original Forger - Forgotten Legends,SN-004/010,Epic,2750,original_forger,A relic tied to The Original Forger from the Forgotten Legends series.
RLM-0615,The Original Forger,Forgotten Legends,The Original Forger - Forgotten Legends,SN-005/010,Rare,1750,original_forger,A relic tied to The Original Forger from the Forgotten Legends series.
RLM-0616,The Original Forger,Forgotten Legends,The Original Forger - Forgotten Legends,SN-006/010,Rare,1250,original_forger,A relic tied to The Original Forger from the Forgotten Legends series.
RLM-0617,The Original Forger,Forgotten Legends,The Original Forger - Forgotten Legends,SN-007/010,Rare,1250,original_forger,A relic tied to The Original Forger from the Forgotten Legends series.
RLM-0618,The Original Forger,Forgotten Legends,The Original Forger - Forgotten Legends,SN-008/010,Rare,1250,original_forger,A relic tied to The Original Forger from the Forgotten Legends series.
RLM-0619,The Original Forger,Forgotten Legends,The Original Forger - Forgotten Legends,SN-009/010,Rare,1250,original_forger,A relic tied to The Original Forger from the Forgotten Legends series.
RLM-0620,The Original Forger,Forgotten Legends,The Original Forger - Forgotten Legends,SN-010/010,Rare,1250,original_forger,A relic tied to The Original Forger from the Forgotten Legends series.
RLM-0621,The Original Forger,Sentinel's Oath,The Original Forger - Sentinel's Oath,SN-001/010,Legendary,5750,original_forger,A relic tied to The Original Forger from the Sentinel's Oath series.
RLM-0622,The Original Forger,Sentinel's Oath,The Original Forger - Sentinel's Oath,SN-002/010,Legendary,4750,original_forger,A relic tied to The Original Forger from the Sentinel's Oath series.
RLM-0623,The Original Forger,Sentinel's Oath,The Original Forger - Sentinel's Oath,SN-003/010,Epic,3750,original_forger,A relic tied to The Original Forger from the Sentinel's Oath series.
RLM-0624,The Original Forger,Sentinel's Oath,The Original Forger - Sentinel's Oath,SN-004/010,Epic,2750,original_forger,A relic tied to The Original Forger from the Sentinel's Oath series.
RLM-0625,The Original Forger,Sentinel's Oath,The Original Forger - Sentinel's Oath,SN-005/010,Rare,1750,original_forger,A relic tied to The Original Forger from the Sentinel's Oath series.
RLM-0626,The Original Forger,Sentinel's Oath,The Original Forger - Sentinel's Oath,SN-006/010,Rare,1250,original_forger,A relic tied to The Original Forger from the Sentinel's Oath series.
RLM-0627,The Original Forger,Sentinel's Oath,The Original Forger - Sentinel's Oath,SN-007/010,Rare,1250,original_forger,A relic tied to The Original Forger from the Sentinel's Oath series.
RLM-0628,The Original Forger,Sentinel's Oath,The Original Forger - Sentinel's Oath,SN-008/010,Rare,1250,original_forger,A relic tied to The Original Forger from the Sentinel's Oath series.
RLM-0629,The Original Forger,Sentinel's Oath,The Original Forger - Sentinel's Oath,SN-009/010,Rare,1250,original_forger,A relic tied to The Original Forger from the Sentinel's Oath series.
RLM-0630,The Original Forger,Sentinel's Oath,The Original Forger - Sentinel's Oath,SN-010/010,Rare,1250,original_forger,A relic tied to The Original Forger from the Sentinel's Oath series.
RLM-0631,The Original Forger,Ghost Storm,The Original Forger - Ghost Storm,SN-001/010,Legendary,6250,original_forger,A relic tied to The Original Forger from the Ghost Storm series.
RLM-0632,The Original Forger,Ghost Storm,The Original Forger - Ghost Storm,SN-002/010,Legendary,5250,original_forger,A relic tied to The Original Forger from the Ghost Storm series.
RLM-0633,The Original Forger,Ghost Storm,The Original Forger - Ghost Storm,SN-003/010,Epic,4250,original_forger,A relic tied to The Original Forger from the Ghost Storm series.
RLM-0634,The Original Forger,Ghost Storm,The Original Forger - Ghost Storm,SN-004/010,Epic,3250,original_forger,A relic tied to The Original Forger from the Ghost Storm series.
RLM-0635,The Original Forger,Ghost Storm,The Original Forger - Ghost Storm,SN-005/010,Rare,2250,original_forger,A relic tied to The Original Forger from the Ghost Storm series.
RLM-0636,The Original Forger,Ghost Storm,The Original Forger - Ghost Storm,SN-006/010,Rare,1750,original_forger,A relic tied to The Original Forger from the Ghost Storm series.
RLM-0637,The Original Forger,Ghost Storm,The Original Forger - Ghost Storm,SN-007/010,Rare,1750,original_forger,A relic tied to The Original Forger from the Ghost Storm series.
RLM-0638,The Original Forger,Ghost Storm,The Original Forger - Ghost Storm,SN-008/010,Rare,1750,original_forger,A relic tied to The Original Forger from the Ghost Storm series.
RLM-0639,The Original Forger,Ghost Storm,The Original Forger - Ghost Storm,SN-009/010,Rare,1750,original_forger,A relic tied to The Original Forger from the Ghost Storm series.
RLM-0640,The Original Forger,Ghost Storm,The Original Forger - Ghost Storm,SN-010/010,Rare,1750,original_forger,A relic tied to The Original Forger from the Ghost Storm series.
RLM-0641,The Original Forger,Realm Relics,The Original Forger - Realm Relics,SN-001/010,Legendary,5500,original_forger,A relic tied to The Original Forger from the Realm Relics series.
RLM-0642,The Original Forger,Realm Relics,The Original Forger - Realm Relics,SN-002/010,Legendary,4500,original_forger,A relic tied to The Original Forger from the Realm Relics series.
RLM-0643,The Original Forger,Realm Relics,The Original Forger - Realm Relics,SN-003/010,Epic,3500,original_forger,A relic tied to The Original Forger from the Realm Relics series.
RLM-0644,The Original Forger,Realm Relics,The Original Forger - Realm Relics,SN-004/010,Epic,2500,original_forger,A relic tied to The Original Forger from the Realm Relics series.
RLM-0645,The Original Forger,Realm Relics,The Original Forger - Realm Relics,SN-005/010,Rare,1500,original_forger,A relic tied to The Original Forger from the Realm Relics series.
RLM-0646,The Original Forger,Realm Relics,The Original Forger - Realm Relics,SN-006/010,Rare,1000,original_forger,A relic tied to The Original Forger from the Realm Relics series.
RLM-0647,The Original Forger,Realm Relics,The Original Forger - Realm Relics,SN-007/010,Rare,1000,original_forger,A relic tied to The Original Forger from the Realm Relics series.
RLM-0648,The Original Forger,Realm Relics,The Original Forger - Realm Relics,SN-008/010,Rare,1000,original_forger,A relic tied to The Original Forger from the Realm Relics series.
RLM-0649,The Original Forger,Realm Relics,The Original Forger - Realm Relics,SN-009/010,Rare,1000,original_forger,A relic tied to The Original Forger from the Realm Relics series.
RLM-0650,The Original Forger,Realm Relics,The Original Forger - Realm Relics,SN-010/010,Rare,1000,original_forger,A relic tied to The Original Forger from the Realm Relics series.
RLM-0651,The Original Forger,Hall of Lore,The Original Forger - Hall of Lore,SN-001/010,Legendary,5500,original_forger,A relic tied to The Original Forger from the Hall of Lore series.
RLM-0652,The Original Forger,Hall of Lore,The Original Forger - Hall of Lore,SN-002/010,Legendary,4500,original_forger,A relic tied to The Original Forger from the Hall of Lore series.
RLM-0653,The Original Forger,Hall of Lore,The Original Forger - Hall of Lore,SN-003/010,Epic,3500,original_forger,A relic tied to The Original Forger from the Hall of Lore series.
RLM-0654,The Original Forger,Hall of Lore,The Original Forger - Hall of Lore,SN-004/010,Epic,2500,original_forger,A relic tied to The Original Forger from the Hall of Lore series.
RLM-0655,The Original Forger,Hall of Lore,The Original Forger - Hall of Lore,SN-005/010,Rare,1500,original_forger,A relic tied to The Original Forger from the Hall of Lore series.
RLM-0656,The Original Forger,Hall of Lore,The Original Forger - Hall of Lore,SN-006/010,Rare,1000,original_forger,A relic tied to The Original Forger from the Hall of Lore series.
RLM-0657,The Original Forger,Hall of Lore,The Original Forger - Hall of Lore,SN-007/010,Rare,1000,original_forger,A relic tied to The Original Forger from the Hall of Lore series.
RLM-0658,The Original Forger,Hall of Lore,The Original Forger - Hall of Lore,SN-008/010,Rare,1000,original_forger,A relic tied to The Original Forger from the Hall of Lore series.
RLM-0659,The Original Forger,Hall of Lore,The Original Forger - Hall of Lore,SN-009/010,Rare,1000,original_forger,A relic tied to The Original Forger from the Hall of Lore series.
RLM-0660,The Original Forger,Hall of Lore,The Original Forger - Hall of Lore,SN-010/010,Rare,1000,original_forger,A relic tied to The Original Forger from the Hall of Lore series.
RLM-0661,The Original Forger,Forgeborn,The Original Forger - Forgeborn,SN-001/010,Legendary,5750,original_forger,A relic tied to The Original Forger from the Forgeborn series.
RLM-0662,The Original Forger,Forgeborn,The Original Forger - Forgeborn,SN-002/010,Legendary,4750,original_forger,A relic tied to The Original Forger from the Forgeborn series.
RLM-0663,The Original Forger,Forgeborn,The Original Forger - Forgeborn,SN-003/010,Epic,3750,original_forger,A relic tied to The Original Forger from the Forgeborn series.
RLM-0664,The Original Forger,Forgeborn,The Original Forger - Forgeborn,SN-004/010,Epic,2750,original_forger,A relic tied to The Original Forger from the Forgeborn series.
RLM-0665,The Original Forger,Forgeborn,The Original Forger - Forgeborn,SN-005/010,Rare,1750,original_forger,A relic tied to The Original Forger from the Forgeborn series.
RLM-0666,The Original Forger,Forgeborn,The Original Forger - Forgeborn,SN-006/010,Rare,1250,original_forger,A relic tied to The Original Forger from the Forgeborn series.
